meter_id,label,power_mean,power_std,power_max,power_min,power_median,power_iqr,power_skewness,power_surge_count,power_surge_rate,power_surge_max,power_surge_mean,power_cycle_count,power_cycle_period_mean,power_cycle_period_std,power_cycle_regularity,duty_cycle_mean,quality_anomaly_ratio,suspect_reading_ratio,cold_day_power_ratio,weather_power_corr,peak_trough_ratio,intraday_cv,day_autocorr,daily_pattern_stability,max_consecutive_zero_hours,zero_segment_count,zero_clustering_ratio,power_kurtosis,power_bimodal_coef,pf_mean,pf_std,pf_median,pf_iqr,pf_skewness,pf_cv,low_pf_ratio,leading_pf_ratio,lagging_pf_ratio,pf_range,pf_abs_mean,peak_power_mean,peak_power_ratio,peak_energy_ratio,peak_zero_power_ratio,peak_pf_mean,sharp_power_mean,sharp_power_ratio,sharp_energy_ratio,sharp_pf_mean,peak_to_other_ratio,sharp_to_other_ratio,sharp_peak_diff,peak_surge_ratio,sharp_surge_ratio,peak_duty_cycle,sharp_duty_cycle,peak_other_pf_diff,daily_energy_mean,load_factor,zero_power_ratio,low_power_ratio,high_power_duty_cycle,max_consecutive_low_power_hours,load_ratio_max,load_ratio_min,load_ratio_mean,avg_power_temp_slope,duty_cycle_temp_slope,cold_day_duty_cycle_mean,warm_day_duty_cycle_mean,duty_cycle_temp_ratio,temp_binned_avg_power_cv,heating_intensity,peak_valley_ratio_intraday,cycle_period_temp_corr,night_to_evening_avg_power_ratio,duty_cycle_concentration_index,temp_gradient_duty_cycle_corr,power_pf_corr,temp_adjusted_load,power_autocorr_lag1,power_autocorr_lag24,power_change_rate_mean,power_change_rate_std,daily_peak_shift,weekly_pattern_strength,weekly_energy_trend,biweekly_power_ratio,first_half_vs_second_half,peak_low_power_ratio,peak_high_power_duty_cycle,sharp_high_power_duty_cycle,other_low_power_ratio,power_fft_amp_1,power_fft_amp_2,power_fft_amp_3,power_fft_phase_1,energy_mean,energy_std,energy_temp_corr,energy_temp_slope,energy_integrated_ratio,energy_integrated_gap_mean,energy_integrated_gap_std,energy_integrated_corr,pf_cv_low_power,pf_mean_low_power,low_power_pf_inverse_count,low_power_pf_inverse_ratio,is_pf_highly_stable,power_pf_neg_corr_strength,pf_bimodal_coef,temp_response_absence
000020973927,sus,1.181259005376344,0.8456684273502495,3.9511,0.0,1.01895,1.79165,0.12937331996417867,4,0.12903225806451613,2.8933,2.38525,0.22580645161290322,64.57142857142857,84.57939151701055,0.0,0.7473118279569892,0.0,0.0,0.6697585624596137,0.08310818916383299,51.403274218692175,0.8774538146325483,-0.009338973431930466,0.7308886364967393,48,26,0.3333333333333333,-0.31202212328726997,4.2585428405102945,0.9723588709677419,0.10519676610136461,0.999,0.0020000000000000018,-3.9801643154921424,0.10818718195748792,0.05913978494623656,1.0,0.0,0.575,0.9723588709677419,1.1886559139784945,1.0062618854700658,0.2515654713675164,0.20430107526881722,0.9771881720430108,1.2125016129032258,1.0264485666434584,0.08553738055362153,0.9689516129032257,1.0119839237869777,1.0322853951206987,0.023845698924731318,0.25,0.25,0.7526881720430108,0.7580645161290323,0.0062143817204299845,28.35021612903226,0.29896965538112025,0.25,0.5631720430107527,0.0,108,0.2634066666666667,0.0,0.07875060035842293,0.04256599540549642,0.07947647951441571,0.4895833333333333,,,0.10253289945340383,0.4195566666666667,13.928017656208652,0.5517591810168552,0.9941324506561459,0.41266331367788167,0.14635214389105025,0.3238045017283795,0.6697585624596138,0.8361565853828932,0.5897618294603567,0.1067338823764581,0.29849165665333904,6.295412792043284,0.9669132266006409,5.0098699999999745,0.9523968370888239,0.9398553841116752,0.5483870967741935,0.0,0.0,0.5685483870967742,0.19954284610786097,0.25012929861457617,0.1920355586291391,-0.41421275055914497,28.178709677419356,17.678020202487886,0.0880742361454898,1.0678755690440003,1.0147301843510597,0.982577419354839,1.1680148982883978,0.9979411331579652,0.1437287944606393,0.9521718377088306,11,0.05913978494623656,0,0.0,-0.16002107366582652,0.2051506640837451
000020974237,sus,1.7229767473118278,1.5546773927372182,5.5806,0.0107,2.87285,2.99925,0.027266885434692464,114,3.6774193548387095,4.3474,3.1181052631578954,2.5806451612903225,9.1375,6.739331847446006,0.26245342298812513,0.5698924731182796,0.0,0.0,1.214609398104228,-0.3893185940666779,331.43585679558726,0.9884810727538483,-0.004423308523116982,0.5603564064647587,0,0,0.0,-1.7004029848492264,1.5885331253579538,0.8157231182795698,0.2256723197728578,0.998,0.43500000000000005,-0.5178300135304674,0.27665308818122025,0.3924731182795699,1.0,0.0,0.89,0.8157231182795698,1.848636559139785,1.072931809453616,0.268232952363404,0.0,0.8464999999999999,2.169896774193548,1.2593883101318695,0.10494902584432247,0.8411612903225807,1.1411412054232901,1.3394512881967182,0.3212602150537629,0.2894736842105263,0.10526315789473684,0.6182795698924731,0.6451612903225806,0.045497983870967595,41.35144193548387,0.30874399657954843,0.36693548387096775,0.43010752688172044,0.0913978494623656,14,0.697575,0.0013375,0.21537209341397848,-0.19027691894284293,-0.05963370426572258,0.6979166666666667,,,0.23805686874488458,0.5908266666666667,34.87790679403765,0.10812701529312066,0.8259061763959655,0.8309197595097699,-0.07609046706958514,0.8686872883103169,1.214609398104228,0.6210726755215026,0.12298724354783797,0.4708872571018652,0.8644225787872694,4.837204066832735,0.8820377735771494,36.78191,0.9466465377704661,0.8758209741277406,0.3817204301075269,0.12903225806451613,0.20967741935483872,0.4576612903225806,1.1337332182317585,1.9798064688594115,1.9637187417707238,1.8418650612273837,42.91548387096775,12.297363901451853,-0.3736806149954763,-3.151742539200814,1.1686605935959333,9.286570967741932,12.81038061986643,0.6647410729446905,0.21391068365541954,0.5762437499999999,7,0.02564102564102564,0,0.0,1.8098757275749566,0.6392292172752434
000020974404,sus,0.520430085125448,0.7917359086081923,3.9347,0.0074,0.0084,1.5298749999999999,1.2561355054101813,1,0.03225806451612903,3.9268,3.9268,0.0,0.0,0.0,0.0,1.0,0.006720430107526882,0.0,0.8718443471007382,-0.11369597810330782,39.468338570414254,1.1221050311997023,0.042192760847191556,0.4920144901472373,44,99,0.09421841541755889,0.7520569451856551,-2.4277675706002673,0.9540987903225807,0.06750402665401524,0.963,0.04800000000000004,-3.535185447209559,0.07075161119446775,0.06317204301075269,1.0,0.0,0.6779999999999999,0.9540987903225807,0.5267592293906811,1.0121613727686545,0.25304034319216356,0.6290322580645161,0.9563996415770609,0.523916129032258,1.0066983904398412,0.08389153253665343,0.9472580645161289,1.0176544819646096,1.0121618514400887,-0.0028431003584230563,0.0,0.0,1.0,1.0,0.002308579749104034,12.490322043010751,0.1322667764061931,0.6317204301075269,0.6922043010752689,0.012096774193548387,309,0.4918375,0.000925,0.065053760640681,-0.05744167246248532,,1.0,,,0.12848368942210597,0.356165,12.580044630555468,,0.8898500288663795,1.0,,0.39155417363865685,0.8718443471007382,0.9185000220224684,0.7372936789947357,0.052232504668934025,0.20713328890883811,7.377864353195437,0.9332377774746544,23.85833666666666,0.03131658007293481,0.014271839781921704,0.6774193548387096,0.010752688172043012,0.0,0.6995967741935484,0.6319127879676525,0.14846493545439524,0.09569082201955219,0.7919421501286619,12.395806451612904,17.398116904652554,-0.11514181691399494,-1.3739580171977757,1.2698468848279187,0.6626715053763447,1.031033679497458,0.9984000962709233,0.07800330409677747,0.9343048543689321,78,0.16595744680851063,0,0.0,0.16489664840941576,0.17113765056579314
000020995565,sus,0.09740524193548386,0.25406156482396697,2.9586,0.0105,0.026099999999999998,0.0691,6.441467512269112,5,0.16129032258064516,2.9377,2.3942799999999997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.196975279255411,-0.09592332537887747,56.009631474772256,1.8128993244704008,0.07553608298252071,0.35321983035346544,0,0,0.0,49.29350897019612,0.13796959073637327,0.7581048387096774,0.11813591314187057,0.7635000000000001,0.15699999999999992,-0.4799439635617783,0.15583057528420777,0.6021505376344086,1.0,0.0,0.969,0.7581048387096774,0.1428021505376344,1.4660622744740892,0.3665155686185223,0.0,0.7820053763440862,0.1613774193548387,1.6567631900316686,0.13806359916930572,0.7919677419354838,1.9728174232907831,2.2294355052098855,0.01857526881720431,1.0,0.0,1.0,1.0,0.03709610215053771,2.3377258064516133,0.032922747899507825,0.8575268817204301,0.956989247311828,0.009408602150537635,78,0.73965,0.002625,0.024351310483870965,-0.0024234236860002007,,1.0,1.0,1.0,0.09701730678347839,0.026980555555555556,33.063842128498955,,0.2495206932243332,1.0,,0.3046161857974084,1.196975279255411,0.054512642450604644,0.0918419396494091,0.10773752113221295,0.28341940560019196,4.7026018436495285,0.5529031371564587,2.61981,0.8756328112044144,0.7784128083015078,0.9408602150537635,0.026881720430107527,0.016129032258064516,0.9657258064516129,0.5207227245356336,0.4694378873246061,0.036478181796574354,1.8466211411513993,2.644516129032258,0.7986690541547957,-0.08271801800570687,-0.03439522005246296,1.320435116192547,0.8503838709677419,0.9752814562490286,0.5606872458171914,0.14729151455847295,0.7487176966292135,140,0.2190923317683881,0,0.0,0.5530235535906316,0.09834674906487767
6530001000000240002166,sus,0.549589167897743,0.9466036625950655,3.0285,0.0,0.0,1.0030904664856144,1.1680133046925854,94,3.4814814814814814,3.0285,2.196476554699669,1.7777777777777777,13.0625,21.3408901817614,0.0,0.25617283950617287,0.032407407407407406,0.030864197530864196,1.7087460746825793,0.031139089003837384,231.39450000000002,1.6363803866506195,0.3254358944551606,0.5478546053802016,142,98,0.2946058091286307,-0.5867153384038541,5.029645937620783,1.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.6633926169117934,1.2070700364225968,0.3017675091056492,0.6975308641975309,1.0,1.144798148148148,2.0830071169836994,0.1735839264153083,1.0,1.5338140845083919,2.646860213372294,0.48140553123635454,0.2553191489361702,0.1276595744680851,0.30246913580246915,0.5185185185185185,0.0,13.190140029545832,0.18147240148513885,0.7438271604938271,0.7561728395061729,0.0,142,0.20190000000000002,0.0,0.03663927785984954,0.006575086803156679,0.004707888493475684,0.4166666666666667,0.3194444444444445,1.3043478260869565,0.3419665113226061,0.18500111111111114,50.0,-0.027637846502470243,0.12274669821090027,0.8520042676421278,0.00662035859489481,,1.7087460746825793,0.5973192002209853,0.36117149381709174,0.24868381491409172,0.6139153126432911,6.851277253184256,0.7054234946722746,-13.248483980592294,1.9741539677163258,2.2765204016755667,0.7037037037037037,0.0,0.0,0.8101851851851852,5.145645530066995,3.0910690066624964,2.3638670775144015,1.76681241648682,13.437777777777777,10.29560224761163,0.060994085902588535,0.3138736654804274,1.0134075793683743,1.0657718446638065,1.5518889694480458,0.9885817877869091,0.0,1.0,0,0.0,1,0.0,,0.04242206430046975
6530001000000242219838,sus,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,744,0,1.0,,,1.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,1.0,1.0,0.0,,,1.0,,,0.0,,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,744,0.0,0.0,0.0,,,0.0,,,,0.0,,,,1.0,,,,,,0.0,0.0,,,,,,1.0,0.0,0.0,1.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,1.0,0,0.0,1,0.0,,0.0
6530001000000244128176,sus,4.156017741935484,1.8318425975544632,27.6056,1.0671,3.2598000000000003,2.1365499999999993,7.047561256953454,115,3.7096774193548385,23.2656,2.780744347826087,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9948795124335374,-0.1328708492316274,2.990900759500643,0.2973314014833698,0.04583774708839894,0.9163211309880982,0,0,0.0,81.80583950804936,0.3806295494892413,0.9999986559139785,3.666177875533835e-05,1.0,0.0,-27.22133989896758,3.666182803198893e-05,0.0,1.0,0.0,0.0010000000000000009,0.9999986559139785,4.40231559139785,1.0592629446638655,0.2648157361659663,0.0,1.0,4.021816129032258,0.9677090856593101,0.0806424238049425,0.9999838709677419,1.0788848829147286,0.9856350671346951,-0.3804994623655915,0.26956521739130435,0.12173913043478261,1.0,1.0,0.0,99.74442580645162,0.15054980663109963,0.0,0.002688172043010753,0.006720430107526882,2,1.38028,0.053355,0.2078008870967742,-0.05243600805485722,,1.0,,,0.05279068690311956,0.615740277777778,2.1032029100415346,,1.0485498291017907,1.0,,-0.0015367541451373813,0.9948795124335373,0.5339154456970254,0.031744881262943926,0.22656169729356157,0.378226911141743,7.090906665307916,0.9756014299597954,94.00030999999997,0.9074867115484851,0.898366080503507,0.0,0.010752688172043012,0.016129032258064516,0.004032258064516129,4.652295082585853,2.2396976236323525,2.8957635139408318,-0.8269291001018437,99.14064516129034,17.00079898818168,-0.004212333682242988,-0.041397772188287205,0.9977137601272325,5.067387096774191,8.652942977061594,0.8662815093576145,,1.0,0,0.0,1,0.0015367541451373813,-0.004059532525479526,0.1853068572864846
6530001000000244134566,sus,7.648131101190477,5.537760755263223,16.9474,0.0,11.0307,11.722425,-0.48024623185398285,221,7.892857142857143,14.4893,11.066675113122173,3.7857142857142856,6.122641509433962,5.28205011333539,0.1372922773288886,0.6398809523809523,0.0,0.0,1.030759440316895,-0.43085419066134634,214.76103187726048,0.7706001768606432,0.33993919846978904,0.7891121038876735,4,2,1.0,-1.6181753900658793,1.7605086882206555,0.9686150793650793,0.06004925243602815,1.0,0.025249999999999995,-1.774894191721812,0.06199495931385875,0.01488095238095238,1.0,0.0,0.27,0.9686150793650793,9.260858928571428,1.2108656096559225,0.3027164024139806,0.0,0.9895297619047619,6.837894642857143,0.8940608564872514,0.07450507137393762,0.9789464285714286,1.2961971323585992,0.9570666712238639,-2.4229642857142855,0.248868778280543,0.11312217194570136,0.7857142857142857,0.5357142857142857,0.030049107142857023,183.55514642857142,0.4512863979837897,0.17113095238095238,0.3318452380952381,0.625,15,0.84737,0.0,0.38240655505952387,-0.4569904746156333,-0.035320575006614376,0.6666666666666666,0.4666666666666667,1.4285714285714284,0.17524867295946972,1.2477633333333331,27.507286135332475,0.4234996756114913,1.191087133300727,0.8803500566893424,-0.19562070559408407,0.713477910073451,1.0307594403168951,0.31338560116284536,0.3384070789759214,1.8433439109518666,3.749874800611638,6.645160890851788,0.9330759672858758,254.38391000000004,0.7528468230036134,0.6591259943470306,0.19047619047619047,0.7738095238095238,0.5178571428571429,0.38392857142857145,35.62761390225805,14.215751510101548,3.948345429308386,-0.5854851392021556,183.62678571428572,48.30576877240566,-0.5118733965310258,-12.769240673780788,1.003547886776435,9.200146428571431,12.230562661910453,0.9687937991434723,0.0773770521053508,0.9054947683109118,9,0.0782608695652174,0,0.0,-1.3049332554739328,0.923165240283594
6530001000000244155783,sus,4.9476670026881715,5.595150542392542,14.3848,0.0,0.6399999999999999,11.598375,0.4936166446200679,331,10.67741935483871,14.065800000000001,10.833496827794562,0.2903225806451613,37.77777777777778,43.309680154230286,0.0,0.9274193548387096,0.0013440860215053765,0.0,0.9889703229168034,-0.161209500896354,354.8861320546675,1.1768964496486063,0.050197815676286624,0.47241827792829916,5,18,0.17857142857142858,-1.6519958015908414,1.752821157685967,0.9766273521505378,0.06334878086380516,0.998,0.020000000000000018,-4.909713439268009,0.06486484402091633,0.04435483870967742,1.0,0.0,0.508,0.9766273521505378,5.212789247311828,1.0535853048476402,0.26339632621191006,0.0,0.9879301075268817,5.939696774193549,1.200504555170424,0.100042046264202,0.979983870967742,1.1034127299880352,1.2572802624418042,0.7269075268817211,0.23564954682779457,0.0755287009063444,0.967741935483871,0.9516129032258065,0.015960853494623617,118.74400806451611,0.34395104573495433,0.07123655913978495,0.5255376344086021,0.40725806451612906,17,1.43848,0.0,0.4947667002688173,-0.09390555474594485,-0.042310307976294655,1.0,0.7916666666666666,1.2631578947368423,0.07082728173274158,0.774981111111111,44.44209970873937,-0.7361088079617456,0.9377188379292569,0.9063764597063244,-0.18946939873975052,0.31611798849363304,0.9889703229168033,0.1211368407295514,0.04910435235613715,2.4883823311137374,4.282703681630714,6.316323434353827,0.7770732140646165,127.90968999999997,0.8799180231663034,0.8903604410420811,0.5,0.41935483870967744,0.45161290322580644,0.5604838709677419,5.509014826448437,7.219999378491602,4.725106614450693,-0.31212000320568367,122.13354838709677,17.210958049720745,-0.43464309936934137,-3.894654619644441,1.0570488068343897,15.51565,21.958351580846635,0.5789115927078172,0.08574277570290426,0.9557536231884057,3,0.05660377358490566,0,0.0,0.07964820554044538,0.2974253636185935
6530001000000244172179,sus,8.613306317204302,7.821783204819963,19.42,0.2132,3.14295,13.268775,0.24378946393466278,444,14.32258064516129,18.8645,14.79035518018018,3.4516129032258065,6.88785046728972,7.7040189812604485,0.0,0.7526881720430108,0.0,0.0,1.076095855392161,-0.05612440583085667,78.42489127473311,0.9358133620254517,-0.07790304593297528,0.5131275116548393,0,0,0.0,-1.8063828926103147,1.5864943180427353,0.999290120967742,0.0013000258249391133,1.0,0.0008124999999999938,-1.5395399220836483,0.0013009493415987441,0.0,1.0,0.0,0.006000000000000005,0.999290120967742,9.740043010752688,1.1308134939190344,0.28270337347975866,0.0,0.9997647849462367,8.891396774193549,1.0322861450351286,0.08602384541959406,0.9992258064516129,1.1942153775397695,1.0901638466921804,-0.848646236559139,0.23198198198198197,0.09009009009009009,0.9193548387096774,0.6612903225806451,0.0006446236559142227,206.71935161290327,0.4435276167458445,0.0,0.24731182795698925,0.4368279569892473,5,1.6183333333333334,0.017766666666666667,0.7177755264336918,-0.06921057379767806,0.001973466003316788,0.765625,,,0.07174074341255435,1.1858940476190476,20.37984262208057,0.042093118244502174,1.0029824858321452,0.9538819516707133,0.07427414922630358,0.5784098202441437,1.076095855392161,-0.11965264895237139,-0.05101783943598664,3.1198264854912425,5.200217791716903,7.401380752585631,0.8607532523321818,143.02439999999993,1.2106666823030552,1.153998893443926,0.08064516129032258,0.45698924731182794,0.4838709677419355,0.29838709677419356,10.606175009850345,11.14316210938815,12.722281126608301,-0.3242132556491635,198.02451612903224,17.548772576015995,0.3460358774911683,3.6945054726368483,0.9918833818241285,27.14686774193548,41.679041712060744,0.5489299593082263,0.0008655707641941925,0.9971581521739131,0,0.0,1,0.0,-2.2564384126441666,0.1273084456318515
